exercise_id,lesson_id,vocabulary_id,question,current_options,current_answer,vocabulary_word,vocabulary_meaning,expected_correct_option,status,confidence,reason
"d6a703f09a94f987b05bfbba","f54b8b06964ef22838d6fef7","69cf8a5254ac00d7f7458a42","Từ tiếng Đức nào có nghĩa là “phòng đơn (1 giường)”?","[""das Einzelzimmer, -"",""wohnen"",""das Bad, -ä,er"",""die Tür, -en""]","{""correct_option_index"":0}","das Einzelzimmer, -","phòng đơn (1 giường)","das Einzelzimmer, -","AUTO_FIX","HIGH","Word ""das Einzelzimmer, -"" found in options. Can standardize answer schema."
"450b1b9a5d6684bf4e22ba40","3daf85d57c31eabd57105871","69cf8a5254ac00d7f7458603","Từ tiếng Đức nào có nghĩa là “chơi”?","[""fotografieren"",""das Foto"",""spielen"",""das Kino""]","{""correct_option"":""spielen"",""explanation"":""spielen = chơi""}","spielen","chơi","spielen","VALID","HIGH","Already adheres to canonical schema"
"d0158e7e4b9ffbd1a983cf1e","3daf85d57c31eabd57105871","69cf8a5254ac00d7f745861e","Từ tiếng Đức nào có nghĩa là “Rạp chiếu phim”?","[""lesen"",""das Kino"",""fotografieren"",""das Foto""]","{""correct_option"":""das Kino"",""explanation"":""das Kino = Rạp chiếu phim""}","das Kino","Rạp chiếu phim","das Kino","VALID","HIGH","Already adheres to canonical schema"
"562ce5e8d0cf05f7fd8f8905","31af0f910b7db0708dd982b1","69cf8a5254ac00d7f7458625","Từ tiếng Đức nào có nghĩa là “Ảnh, bức ảnh”?","[""das Foto"",""das Kino"",""fotografieren"",""lesen""]","{""correct_option"":""das Foto"",""explanation"":""das Foto = Ảnh, bức ảnh""}","das Foto","Ảnh, bức ảnh","das Foto","VALID","HIGH","Already adheres to canonical schema"
"d5f793d103941b1754ba7d2b","0bfa9269456dc67bcbaa020e","69cf8a5254ac00d7f74588a1","Từ tiếng Đức nào có nghĩa là “đầu”?","[""die Hand, -ä,e"",""der Arm, -e"",""der Fuß, - ü,e"",""der Kopf, -ö,e""]","{""correct_option"":""der Kopf, -ö,e"",""explanation"":""der Kopf, -ö,e = đầu""}","der Kopf, -ö,e","đầu","der Kopf, -ö,e","VALID","HIGH","Already adheres to canonical schema"
"4b9cfb591d045c7d1ebc18a1","0bfa9269456dc67bcbaa020e","69cf8a5254ac00d7f74588aa","Từ tiếng Đức nào có nghĩa là “bàn chân”?","[""der Fuß, - ü,e"",""das Bein, -e"",""das Auge, -n"",""die Nase, -n""]","{""correct_option"":""der Fuß, - ü,e"",""explanation"":""der Fuß, - ü,e = bàn chân""}","der Fuß, - ü,e","bàn chân","der Fuß, - ü,e","VALID","HIGH","Already adheres to canonical schema"
"ac0cf9a103d3e11a2b3baf91","a58bda09c5a36b9aa4f68104","69cf8a5254ac00d7f74586dc","Từ tiếng Đức nào có nghĩa là “Mùa xuân”?","[""der Regen (Sg.)"",""die Sonne (Sg.)"",""der Frühling"",""der Herbst""]","{""correct_option_index"":0}","der Frühling","Mùa xuân","der Frühling","AUTO_FIX","HIGH","Word ""der Frühling"" found in options. Can standardize answer schema."
"acc8b961a1594932ba188594","a58bda09c5a36b9aa4f68104","69cf8a5254ac00d7f74586de","Từ tiếng Đức nào có nghĩa là “Mùa thu”?","[""die Wolke, -n"",""der Herbst"",""der Regen (Sg.)"",""die Sonne (Sg.)""]","{""correct_option_index"":0}","der Herbst","Mùa thu","der Herbst","AUTO_FIX","HIGH","Word ""der Herbst"" found in options. Can standardize answer schema."
"69240623fe66c5c351335b23","1eadda771e7935c3548002a2","69cf8a5254ac00d7f74586df","Từ tiếng Đức nào có nghĩa là “Mùa đông”?","[""die Sonne (Sg.)"",""die Wolke, -n"",""der Winter"",""der Regen (Sg.)""]","{""correct_option"":""der Winter"",""explanation"":""der Winter = Mùa đông""}","der Winter","Mùa đông","der Winter","VALID","HIGH","Already adheres to canonical schema"
"288a77c83fe30d43b7d5d96a","3bd43d5ff2febe702fb727dc","69cf8a5254ac00d7f745873f","Từ tiếng Đức nào có nghĩa là “Đắt”?","[""der Preis"",""teuer"",""kaufen"",""der Einkaufswagen""]","{""correct_option"":""teuer"",""explanation"":""teuer = Đắt""}","teuer","Đắt","teuer","VALID","HIGH","Already adheres to canonical schema"
"a68f95de39769983157f6172","efb72ad511285965f348bfde","69cf8a5254ac00d7f7458636","Từ tiếng Đức nào có nghĩa là “Nhân viên bồi bàn”?","[""der Polizist"",""die Kellnerin"",""der Beruf"",""die Firma""]","{""correct_option"":""die Kellnerin"",""explanation"":""die Kellnerin = Nhân viên bồi bàn""}","die Kellnerin","Nhân viên bồi bàn","die Kellnerin","VALID","HIGH","Already adheres to canonical schema"
"5a2be42239c4606bc6d539d5","efb72ad511285965f348bfde","69cf8a5254ac00d7f7458633","Từ tiếng Đức nào có nghĩa là “Thợ cắt tóc”?","[""die Kellnerin"",""der Polizist"",""der Journalist"",""der Friseur""]","{""correct_option"":""der Friseur"",""explanation"":""der Friseur = Thợ cắt tóc""}","der Friseur","Thợ cắt tóc","der Friseur","VALID","HIGH","Already adheres to canonical schema"
"ed0335670abc2c7f6623d970","2a328956470e73b6e0f6fb1a","69cf8a5254ac00d7f7458a42","Từ tiếng Đức nào có nghĩa là “phòng đơn (1 giường)”?","[""die Tür, -en"",""der Stuhl, -ü,e"",""die Wohnung, -en"",""das Einzelzimmer, -""]","{""correct_option"":""das Einzelzimmer, -"",""explanation"":""das Einzelzimmer, - = phòng đơn (1 giường)""}","das Einzelzimmer, -","phòng đơn (1 giường)","das Einzelzimmer, -","VALID","HIGH","Already adheres to canonical schema"
"f72adb2e07d86196231bb1b3","f54b8b06964ef22838d6fef7","69cf8a5254ac00d7f7458677","Từ tiếng Đức nào có nghĩa là “Phòng”?","[""das Einzelzimmer, -"",""die Wohnung, -en"",""das Zimmer"",""der Stuhl, -ü,e""]","{""correct_option_index"":0}","das Zimmer","Phòng","das Zimmer","AUTO_FIX","HIGH","Word ""das Zimmer"" found in options. Can standardize answer schema."
"356f19bc3eefafb3ab125fa3","3daf85d57c31eabd57105871","69cf8a5254ac00d7f745861b","Từ tiếng Đức nào có nghĩa là “Bóng đá”?","[""spielen"",""das Kino"",""fotografieren"",""der Fußball""]","{""correct_option"":""der Fußball"",""explanation"":""der Fußball = Bóng đá""}","der Fußball","Bóng đá","der Fußball","VALID","HIGH","Already adheres to canonical schema"
"1267e5a654aa4d04c0559257","31af0f910b7db0708dd982b1","69cf8a5254ac00d7f7458603","Từ tiếng Đức nào có nghĩa là “chơi”?","[""das Hobby"",""der Fußball"",""das Kino"",""spielen""]","{""correct_option"":""spielen"",""explanation"":""spielen = chơi""}","spielen","chơi","spielen","VALID","HIGH","Already adheres to canonical schema"
"3db85007f91b460332ffbe1d","31af0f910b7db0708dd982b1","69cf8a5254ac00d7f74585fc","Từ tiếng Đức nào có nghĩa là “đọc”?","[""fotografieren"",""das Foto"",""tanzen"",""lesen""]","{""correct_option"":""lesen"",""explanation"":""lesen = đọc""}","lesen","đọc","lesen","VALID","HIGH","Already adheres to canonical schema"
"effcb0791d2754771bfe3dd7","fc0d8f32da5df1f456954383","69cf8a5254ac00d7f7458762","Từ tiếng Đức nào có nghĩa là “Khỏe mạnh”?","[""die Krankheit, -en"",""gesund"",""krank"",""der Schmerz, -en""]","{""correct_option"":""gesund"",""explanation"":""gesund = Khỏe mạnh""}","gesund","Khỏe mạnh","gesund","VALID","HIGH","Already adheres to canonical schema"
"e40c112ee3f4e4f9ee503b00","477ffc7186b53f902e47d536","69cf8a5254ac00d7f7458639","Từ tiếng Đức nào có nghĩa là “Điều dưỡng viên”?","[""das Krankenhaus"",""der Arzt"",""gesund"",""der Krankenpfleger""]","{""correct_option"":""der Krankenpfleger"",""explanation"":""der Krankenpfleger = Điều dưỡng viên""}","der Krankenpfleger","Điều dưỡng viên","der Krankenpfleger","VALID","HIGH","Already adheres to canonical schema"
"b8df415fa21f36d23a6bc93d","a58bda09c5a36b9aa4f68104","69cf8a5254ac00d7f7458a67","Từ tiếng Đức nào có nghĩa là “cơn mưa”?","[""der Regen (Sg.)"",""die Sonne (Sg.)"",""die Wolke, -n"",""der Wind, -e""]","{""correct_option_index"":0}","der Regen (Sg.)","cơn mưa","der Regen (Sg.)","AUTO_FIX","HIGH","Word ""der Regen (Sg.)"" found in options. Can standardize answer schema."
"3a04af1cde5911ae7202c4e7","1eadda771e7935c3548002a2","69cf8a5254ac00d7f74586dd","Từ tiếng Đức nào có nghĩa là “Mùa hè”?","[""der Herbst"",""der Regen (Sg.)"",""die Sonne (Sg.)"",""der Sommer""]","{""correct_option"":""der Sommer"",""explanation"":""der Sommer = Mùa hè""}","der Sommer","Mùa hè","der Sommer","VALID","HIGH","Already adheres to canonical schema"
"b71992e5fc6d6c9df325bba1","1eadda771e7935c3548002a2","69cf8a5254ac00d7f74586dc","Từ tiếng Đức nào có nghĩa là “Mùa xuân”?","[""der Wind, -e"",""der Frühling"",""die Sonne (Sg.)"",""die Wolke, -n""]","{""correct_option"":""der Frühling"",""explanation"":""der Frühling = Mùa xuân""}","der Frühling","Mùa xuân","der Frühling","VALID","HIGH","Already adheres to canonical schema"
"b47c9f337badfb6429159c8a","056ed7b76a8c85ad8c593568","69cf8a5254ac00d7f745872b","Từ tiếng Đức nào có nghĩa là “Gói hàng”?","[""der Einkaufswagen"",""die Packung"",""die Bäckerei"",""kaufen""]","{""correct_option_index"":0}","die Packung","Gói hàng","die Packung","AUTO_FIX","HIGH","Word ""die Packung"" found in options. Can standardize answer schema."
"af34e7f9f66d83e7b4a51953","3bd43d5ff2febe702fb727dc","69cf8a5254ac00d7f7458735","Từ tiếng Đức nào có nghĩa là “Xe đẩy mua hàng”?","[""teuer"",""der Einkaufswagen"",""der Markt"",""der Euro""]","{""correct_option_index"":0}","der Einkaufswagen","Xe đẩy mua hàng","der Einkaufswagen","AUTO_FIX","HIGH","Word ""der Einkaufswagen"" found in options. Can standardize answer schema."
"b33a1a29b023c8f858c263b1","3bd43d5ff2febe702fb727dc","69cf8a5254ac00d7f745873c","Từ tiếng Đức nào có nghĩa là “Giá tiền”?","[""der Preis"",""der Euro"",""teuer"",""die Packung""]","{""correct_option"":""der Preis"",""explanation"":""der Preis = Giá tiền""}","der Preis","Giá tiền","der Preis","VALID","HIGH","Already adheres to canonical schema"
